Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",1980,1980,tonnes,991089,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",1981,1981,tonnes,1008632,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",1982,1982,tonnes,1034933,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",1983,1983,tonnes,1052744,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",1984,1984,tonnes,1073845,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",1985,1985,tonnes,1104687,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",1986,1986,tonnes,1173670,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",1987,1987,tonnes,1158387,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",1988,1988,tonnes,1115132,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",1989,1989,tonnes,1080411,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",1990,1990,tonnes,1153860,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",1991,1991,tonnes,1186378,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",1992,1992,tonnes,1169136,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",1993,1993,tonnes,1178205,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",1994,1994,tonnes,1201700,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",1995,1995,tonnes,1255284,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",1996,1996,tonnes,1370112,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",1997,1997,tonnes,1481511,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",1998,1998,tonnes,1593726,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",1999,1999,tonnes,1651295,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",2000,2000,tonnes,1813893,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",2001,2001,tonnes,1791624,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",2002,2002,tonnes,1786161,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",2003,2003,tonnes,2032452,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",2004,2004,tonnes,1913341,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",2005,2005,tonnes,1883787,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",2006,2006,tonnes,1733135,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",2007,2007,tonnes,1781458,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",2008,2008,tonnes,1862257,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",2009,2009,tonnes,1896992,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",2010,2010,tonnes,2062749,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",2011,2011,tonnes,2048207,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",2012,2012,tonnes,2058480,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",2013,2013,tonnes,2023976,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,394,"Pumpkins, squash and gourds",2014,2014,tonnes,1960458,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1961,1961,tonnes,1122916,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1962,1962,tonnes,1292438,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1963,1963,tonnes,1353967,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1964,1964,tonnes,1355360,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1965,1965,tonnes,1516824,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1966,1966,tonnes,1632219,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1967,1967,tonnes,1506918,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1968,1968,tonnes,1533814,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1969,1969,tonnes,1559640,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1970,1970,tonnes,1585258,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1971,1971,tonnes,1581405,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1972,1972,tonnes,1715641,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1973,1973,tonnes,1892161,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1974,1974,tonnes,2032959,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1975,1975,tonnes,2165861,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1976,1976,tonnes,2222644,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1977,1977,tonnes,2015781,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1978,1978,tonnes,2169082,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1979,1979,tonnes,2144865,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1980,1980,tonnes,2111347,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1981,1981,tonnes,2187378,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1982,1982,tonnes,2049152,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1983,1983,tonnes,2060778,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1984,1984,tonnes,2351901,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1985,1985,tonnes,2655894,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1986,1986,tonnes,2687124,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1987,1987,tonnes,2887369,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1988,1988,tonnes,2532279,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1989,1989,tonnes,2505414,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1990,1990,tonnes,2641121,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1991,1991,tonnes,2583380,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1992,1992,tonnes,2380691,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1993,1993,tonnes,2455008,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1994,1994,tonnes,2616193,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1995,1995,tonnes,2917681,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1996,1996,tonnes,3047529,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1997,1997,tonnes,3642641,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1998,1998,tonnes,3446522,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,1999,1999,tonnes,3746853,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,2000,2000,tonnes,3551911,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,2001,2001,tonnes,3390197,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,2002,2002,tonnes,3929565,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,2003,2003,tonnes,4683532,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,2004,2004,tonnes,4947770,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,2005,2005,tonnes,5126256,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,2006,2006,tonnes,5130425,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,2007,2007,tonnes,5155860,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,2008,2008,tonnes,4688840,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,2009,2009,tonnes,5635385,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,2010,2010,tonnes,5160533,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,2011,2011,tonnes,4974310,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,2012,2012,tonnes,5694460,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,2013,2013,tonnes,5592597,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5100,Africa,5510,Production,567,Watermelons,2014,2014,tonnes,6386898,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1961,1961,tonnes,615680,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1962,1962,tonnes,584639,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1963,1963,tonnes,684863,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1964,1964,tonnes,663003,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1965,1965,tonnes,661354,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1966,1966,tonnes,752831,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1967,1967,tonnes,813160,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1968,1968,tonnes,761218,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1969,1969,tonnes,739262,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1970,1970,tonnes,813058,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1971,1971,tonnes,773789,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1972,1972,tonnes,785465,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1973,1973,tonnes,806924,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1974,1974,tonnes,820242,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1975,1975,tonnes,902783,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1976,1976,tonnes,873687,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1977,1977,tonnes,891260,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1978,1978,tonnes,975599,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1979,1979,tonnes,966842,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1980,1980,tonnes,900870,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1981,1981,tonnes,869260,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1982,1982,tonnes,833220,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1983,1983,tonnes,757690,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1984,1984,tonnes,647390,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1985,1985,tonnes,708230,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1986,1986,tonnes,666670,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1987,1987,tonnes,658610,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1988,1988,tonnes,676000,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1989,1989,tonnes,679300,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1990,1990,tonnes,714598,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1991,1991,tonnes,643170,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1992,1992,tonnes,1008490,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1993,1993,tonnes,1045590,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1994,1994,tonnes,1098060,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1995,1995,tonnes,1107400,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1996,1996,tonnes,1072230,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1997,1997,tonnes,1203910,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1998,1998,tonnes,1198270,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,1999,1999,tonnes,1274830,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,2000,2000,tonnes,1281961,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,2001,2001,tonnes,1238999,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,2002,2002,tonnes,1285832,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,2003,2003,tonnes,1252067,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,2004,2004,tonnes,1234213,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,2005,2005,tonnes,1151736,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,2006,2006,tonnes,1133567,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,2007,2007,tonnes,1148320,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,2008,2008,tonnes,1127941,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,2009,2009,tonnes,1167530,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,2010,2010,tonnes,1105950,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,2011,2011,tonnes,984450,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,2012,2012,tonnes,1037430,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,2013,2013,tonnes,1002002,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,397,Cucumbers and gherkins,2014,2014,tonnes,1065681,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1961,1961,tonnes,641919,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1962,1962,tonnes,663375,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1963,1963,tonnes,669183,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1964,1964,tonnes,612993,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1965,1965,tonnes,588889,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1966,1966,tonnes,543798,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1967,1967,tonnes,641847,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1968,1968,tonnes,677796,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1969,1969,tonnes,711384,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1970,1970,tonnes,692349,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1971,1971,tonnes,655998,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1972,1972,tonnes,697100,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1973,1973,tonnes,624575,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1974,1974,tonnes,540774,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1975,1975,tonnes,556563,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1976,1976,tonnes,567049,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1977,1977,tonnes,612961,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1978,1978,tonnes,759744,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1979,1979,tonnes,721730,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1980,1980,tonnes,699920,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1981,1981,tonnes,760489,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1982,1982,tonnes,935080,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1983,1983,tonnes,837560,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1984,1984,tonnes,932970,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1985,1985,tonnes,1066830,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1986,1986,tonnes,1180720,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1987,1987,tonnes,1139650,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1988,1988,tonnes,1006890,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1989,1989,tonnes,1219440,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1990,1990,tonnes,1034050,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1991,1991,tonnes,921200,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1992,1992,tonnes,1036500,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1993,1993,tonnes,1038690,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1994,1994,tonnes,1036340,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1995,1995,tonnes,1063690,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1996,1996,tonnes,1199630,A,"Aggregate, may include official, semi-official, estimated or calculated data"
QC,Crops,5203,Northern America,5510,Production,568,"Melons, other (inc.cantaloupes)",1997,1997,tonnes,1172990,A,"Aggregate, may include official, semi-official, estimated or calculated data"
